constituency_no,constituency,constituency_type,name,party,alliance,gender,age,position,vote_share_percentage,margin_percentage,margin,valid_votes,votes,evm_votes,postal_votes,district_name,sub_region,enop,previous_winner,previous_winner_alliance
139,KOVALAM,GEN,N.JAYARAJAN,Independent,Others,male,65,7,0.295676933,0.05604334,87,155237,459,450,9,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,ADV.SABU.S.PHILIP,Independent,Others,male,56,8,0.239633593,0.130767794,203,155237,372,369,3,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,VENGANOOR ASOKAN,Independent,Others,male,68,9,0.108865799,0.030276287,47,155237,169,160,9,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
139,KOVALAM,GEN,KIRAN S PILLAI,Independent,Others,male,42,10,0.078589512,0,0,155237,122,117,5,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.620392507,INC,UDF
140,NEYYATTINKARA,GEN,N. SHAKTHAN,Indian National Congress,UDF,male,75,1,43.97676925,5.213447491,6966,133616,58760,56888,1872,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.6994004,CPM,LDF
140,NEYYATTINKARA,GEN,K. ANSALAN,Communist Party of India (Marxist),LDF,male,59,2,38.76332176,22.40450245,29936,133616,51794,50412,1382,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.6994004,CPM,LDF
140,NEYYATTINKARA,GEN,CHENKAL RAJASEKHARAN,Bharatiya Janata Party,NDA,male,70,3,16.3588193,15.81996168,21138,133616,21858,21304,554,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.6994004,CPM,LDF
140,NEYYATTINKARA,GEN,NOTA,None of the Above,Others,,,4,0.538857622,0.294126452,393,133616,720,701,19,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.6994004,CPM,LDF
140,NEYYATTINKARA,GEN,SURENDRANATHAN. K,Bahujan Samaj Party,Others,male,63,5,0.24473117,0.127230272,170,133616,327,321,6,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.6994004,CPM,LDF
140,NEYYATTINKARA,GEN,BIBIN S.B,Independent,Others,male,34,6,0.117500898,0,0,133616,157,153,4,THIRUVANANTHAPURAM,TRAVANCORE (SOUTH KERALA),2.6994004,CPM,LDF
